AG.LND.AGRI.ZS,AG.LND.EL5M.UR.ZS,AG.LND.FRST.ZS,BG.GSR.NFSV.GD.ZS,BM.GSR.TRVL.ZS,BM.KLT.DINV.WD.GD.ZS,BN.GSR.MRCH.CD,BN.KLT.DINV.CD,BX.TRF.PWKR.DT.GD.ZS,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,DT.DOD.ALLC.ZS,DT.DOD.DSTC.IR.ZS,DT.DOD.PVLX.GN.ZS,DT.INT.DECT.GN.ZS,DT.ODA.ODAT.GI.ZS,EG.ELC.ACCS.ZS,EG.ELC.FOSL.ZS,EG.ELC.HYRO.ZS,EG.ELC.RNEW.ZS,EG.IMP.CONS.ZS,EN.ATM.GHGO.ZG,EN.POP.DNST,ER.H2O.FWTL.ZS,FB.ATM.TOTL.P5,FB.CBK.BRWR.P3,FB.CBK.DPTR.P3,GC.FIN.FRGN.GD.ZS,GC.REV.SOCL.ZS,GC.TAX.EXPT.ZS,GC.TAX.GSRV.RV.ZS,GDPdelta,GDPpercentgrowth,IT.CEL.SETS.P2,IT.NET.USER.P2,MS.MIL.TOTL.TF.ZS,MS.MIL.XPND.GD.ZS,NE.TRD.GNFS.ZS,NV.AGR.TOTL.ZS,NV.IND.MANF.ZS,NV.IND.TOTL.ZS,NV.SRV.TETC.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD,NY.GDP.PCAP.CD,SE.ADT.1524.LT.ZS,SE.COM.DURS,country code,country_name,income_group,per_allsp.cov_pop_tot,region,growthInd
31.2806858524,,58.6267845003,24.9633493595,12.7923595515,0.130679804779,-1443696792.8,-717708701.691,1.77771478838,,,89.0521666667,10.3757893631,,0.251777722505,35.950773814,,95.608266033,3.00323685891,4.39173396695,32.4059713617,,78.9461005363,1.81094527363,3.06042237084,,,2.9087191164,,3.1796769643,39.1857993687,2301489680.59,23.1641239765,31.1665994026,0.51,2.55321116744,1.0086525117,125.575627208,34.1288093892,16.7626668648,24.5489454246,41.3222451863,9797667261.99,10381873019.5,702.544441629,87.3019218445,,KHM,Cambodia,Lower middle income,2.64562373692,East Asia & Pacific,1
41.975308642,,15.0,47.5852479985,17.1430417238,-0.0413630134537,-59765673.7655,-1679123.49829,10.2453862795,,,,,,,,,,,0.0,,-100.0,121.527983539,,,,,,,,,7708364.57229,5.20413095552,4.04937350059,7.32333333333,,,113.421221266,25.5072932999,5.86170143476,8.60169004891,65.8910166512,128390656.108,150502445.067,1304.37809976,,,KIR,Kiribati,Lower middle income,,East Asia & Pacific,0
20.1153846154,,42.3076923077,37.9672669622,11.706301149,0.825503595256,-218908751.605,-147713768.025,5.40431532809,78.9016824634,0.790581037786,,,,,6.18663963747,,,,0.0,,,196.506410256,,62.7023897555,,,-0.595302924778,,,13.8917946787,-19984166.6644,-2.74534669824,139.829926935,49.4666666667,,,84.4762873394,1.40790010336,7.61479683373,27.6020881907,70.9900097309,709233444.444,733819836.76,13880.9675064,,11.0,KNA,St. Kitts and Nevis,High income,,Latin America & Caribbean,-1
18.7323312154,,64.2694490901,16.6729694836,21.1971681253,1.95276511198,30949700000.0,10035500000.0,0.604630191897,79.8343603954,158.720636854,,,,,,,65.4974655709,0.722290592354,1.03105076134,80.5962739996,69.4044709381,504.133046786,45.0269853508,242.047463049,,,-0.0771224523795,15.4168685203,,25.5967355391,1.33079493348e+11,13.4094370543,96.0281845357,80.4666666667,2.77229186743,2.59862862968,89.1963995965,2.60165150808,28.5088798948,36.6552726453,60.7430758466,1.00894438699e+12,1.01355706369e+12,20638.3678137,,8.0,KOR,"Korea, Rep.",High income,,East Asia & Pacific,0
52.3560209424,,,18.4232381955,21.5382244656,0.391764728281,-2246378241.88,-494556919.104,18.6657691625,,,0.0,45.153507133,,0.77115339418,44.4191837111,,98.0573232303,1.94267676965,1.94267676965,26.2669762302,,160.505220293,,19.253554937,76.7909674678,,,,,,627378167.838,11.7928518558,32.4130039588,,,0.248951643261,68.3462375504,16.784004322,12.9513472524,18.4888415134,64.7235200599,5391614128.37,5474615526.61,3084.34474866,,,KSV,Kosovo,Lower middle income,,Europe & Central Asia,0
8.48297792742,,0.335016835017,21.0439105266,47.5824905864,7.60192288295,47487576764.7,8745794569.32,,,,,,,,,,100.0,0.0,0.0,-400.585173676,371.979539953,151.985110363,,49.9059576729,190.437291918,0.499059576729,,,,,16699280181.4,13.4518644565,67.7356101085,42.5333333333,1.66672266861,3.52350610749,91.0928214223,,,,,1.22645620553e+11,1.23192616074e+11,45466.1959509,98.5452880859,9.0,KWT,Kuwait,High income,,Middle East & North Africa,0
9.14933564414,,75.5512131716,8.706722632,39.4427469416,-0.157601322256,-287201389.117,-289962736.363,0.372540230978,,,55.5764,23.0896533383,,1.29005284871,26.5220522505,,,,97.3087000577,,53.5003950562,26.1961669555,1.83455882353,3.68703674102,,,2.87532679876,,0.569180612615,44.4118287905,1764110453.43,30.9019793509,36.376699478,3.73,4.44848587865,0.296592265948,76.5526879298,35.3233533866,8.68910176142,27.3743534606,37.3022931528,5166597831.71,6160453554.04,853.14513902,,5.0,LAO,Lao PDR,Lower middle income,1.65252629846,East Asia & Pacific,1
65.2688172043,,13.366568915,96.1570490742,28.7479268135,3.35883997834,-10057706875.7,-3184062142.33,23.2965639658,37.8443160746,4.27807111363,6.09023333333,13.0017125758,,5.37609613452,12.0658340098,,95.9402866701,4.05971332987,4.05180494903,96.1305796609,366.014111111,403.276539589,27.2916666667,36.5620630861,240.088305342,816.288666245,0.949545568297,0.861043238804,,39.0378011012,4429200323.69,15.1437084265,40.2695843032,23.8033333333,5.37641398372,4.26781364753,101.183620971,4.87373525588,8.21543633849,16.8228209024,78.3034438417,29515533443.9,32117414699.5,7144.83887424,98.7147903442,9.0,LBN,Lebanon,Upper middle income,,Middle East & North Africa,0
27.3221207087,,45.5668604651,188.215714247,2.11150532902,9.40400799668,-387049860.678,-247992384.913,5.79941633886,,,20.6663,958.338813087,,48.8410244595,490.799042726,,,,,,16.5908191966,38.1250588317,,1.34072198092,,,,,,,292139697.625,27.0531292791,22.5491978004,1.02712552685,0.159093244914,0.518005810487,273.989065808,,,,,914738366.667,1151767546.55,247.843634576,49.0741081238,6.0,LBR,Liberia,Low income,62.5892344399,Sub-Saharan Africa,1
8.74376257431,,0.123327687918,5.97156497291,31.5450246729,4.81016187166,28190800000.0,271566666.667,,,,,,,,0.197797472208,,100.0,0.0,0.0,-498.435790112,5.15247108307,3.47619188348,695.571428571,3.59326604945,131.454884678,642.2602042,,,,,-13211760709.6,-18.9006988607,121.080545838,8.17399979284,3.27726687241,1.10452004858,101.92385153,1.97391459691,4.50221238828,77.3081331297,20.7179522734,72561654133.7,70954898914.9,11867.5599081,,9.0,LBY,Libya,Upper middle income,,Middle East & North Africa,-1
16.7213114754,,33.9672131148,47.3541715951,22.0554385457,0.455132925632,-379826470.37,-193166457.16,2.40539957847,,,33.0139,173.924029234,,1.86147870331,7.61925779186,,,,0.0,,-300.0,283.098907104,14.3,31.7584725943,,,0.996038154449,,,15.5866824373,-26347228.0197,-2.12065123778,98.6769020477,31.9666666667,,,105.545563678,3.91028516913,4.40509277027,17.3904688527,78.6992447708,1184878432.1,1263616972.32,6861.87826288,,10.0,LCA,St. Lucia,Upper middle income,,Latin America & Caribbean,-1
39.839472705,,33.6309998405,12.1117972574,15.2079880831,0.123034620343,-3066623333.33,-540833333.333,7.6218551612,18.8564949349,2.77531997541,63.4296,69.5164477972,,0.88656052168,6.7173716559,,59.6996988879,39.9994785423,40.3003011121,44.3648339345,-73.6178783136,316.015521182,24.5265151515,10.7692497394,,,2.4959357649,1.33437936062,0.00648397573814,43.4226605851,14600630141.2,30.4989043622,57.5521842802,6.15333333333,2.61031594909,3.53048063103,60.3748989331,12.5847788013,18.1865842219,29.6541510863,57.7610701124,38376759530.7,50369939385.0,1935.36421873,97.9817962646,9.0,LKA,Sri Lanka,Lower middle income,29.8317368717,South Asia,1
77.1848924023,,1.43610013175,27.1629471623,62.3603375619,0.0357950028308,-724421604.864,-59324488.0767,35.7592512329,,,85.5237,5.65068237341e-05,,1.31860802269,31.0955731894,,,,100.0,,2933.82857143,64.978732982,,5.78777343042,34.5473484288,226.26768346,0.663956189022,,1.12769475108,13.3857136353,362210462.205,19.5235340029,29.3217416356,3.5818104199,0.250290626527,2.31349168798,168.371145152,7.79463388176,17.9609455451,35.2028666434,57.0016032294,1646520652.02,1948120671.47,834.503063926,83.1944122314,,LSO,Lesotho,Lower middle income,,Sub-Saharan Africa,0
42.8495410044,,34.309422916,19.3163032798,35.2152264863,1.18328851905,-4708541105.27,-925971032.513,3.39595872196,,,,,,,,,19.5807655424,3.01249276872,4.50053612462,55.2527282412,-83.9792297825,51.0154672987,14.6765847348,53.7374366611,,,3.5626120068,30.9090106148,,32.701895883,4354066772.65,10.4192778206,157.904699657,54.96,1.57479601444,1.1080392134,115.107021287,3.44279968716,17.3059597933,31.0805187169,65.4766815959,41676468234.5,40402949611.4,13032.291517,,9.0,LTU,Lithuania,High income,81.9053106895,Europe & Central Asia,0
50.5405405405,,33.4749034749,204.897963476,8.32372779012,59.648924658,-3464615464.85,41850058280.6,3.05740938153,219.769107844,1.42984320882,,,,,,,89.6170970595,3.95343722082,9.04366215752,97.0586238904,1761.64174293,188.729214929,,106.780629491,,,0.101252982314,29.4066299586,,31.7966868381,3700529801.32,7.0086143318,144.446862242,82.82,0.690497643148,0.480079322103,329.223184135,0.365713600446,7.44201060108,14.9608111053,84.6734752943,51951507089.9,51564591611.5,106304.904571,,8.0,LUX,Luxembourg,High income,,Europe & Central Asia,0
29.4631576678,,53.5643241225,24.5772534488,33.7479080031,0.906148611901,-5120917907.47,-1065166416.1,5.78032410894,,,,,,,,,38.6563998274,59.4363096217,61.3436001726,58.5953371142,-76.5195290667,34.9425852083,1.2880755608,66.8592132079,329.442461041,1244.00427732,6.6690142841,29.5835837752,,36.9736846108,1552033651.3,5.19331237818,106.284683958,63.14,0.812033984183,1.52970057722,91.7142691345,3.56701779743,11.0322022593,24.2317723191,72.2012098835,30844631071.7,27790481805.3,14183.5769738,,9.0,LVA,Latvia,High income,79.1909645854,Europe & Central Asia,0
,,,110.29524084,15.4756796856,0.974208015135,-4677301940.95,-2791408671.76,0.256167118452,,,,,,,,,,,0.0,,-80.9523809524,17310.4860305,,112.194816463,,,,0.32849103706,,81.1035309469,14925538460.4,69.6431766853,181.227776391,50.189,,,124.265915963,0.0,2.14115715294,15.7508854031,84.2491145969,20244483409.7,22013913511.1,39874.3095401,,10.0,MAC,"Macao SAR, China",High income,,East Asia & Pacific,1
67.1772350437,,12.4660542236,23.9330166738,16.2040695914,0.552240244319,-18776318362.2,-1945160350.04,7.57208158791,,17.5721042096,32.0345333333,8.10741388472,,0.865845969506,3.92990429716,,91.3457815113,7.0872935905,8.65421848871,90.23366127,-34.9297142857,70.2642646949,,16.4910146203,,,0.699373054485,11.9330347393,0.628259982338,35.1775828829,11268995136.2,13.8578063324,73.3144440604,31.9666666667,2.16183232146,3.17303564603,77.3582852562,13.3901646301,17.0720552525,28.252413363,58.3574220069,88148705721.8,85748188009.7,2766.92910542,78.6683235168,9.0,MAR,Morocco,Lower middle income,41.0133634895,Middle East & North Africa,0
75.3825884261,,11.4563697172,29.591046082,34.5330452563,0.242765530448,-2596590000.0,-452616666.667,29.0338456951,,1.71489973146,13.5367666667,84.7834382158,,1.60024988251,15.9289013655,,93.7936520909,6.2063479091,6.2063479091,96.3036460847,138.973304562,124.303756048,65.7407407407,19.4975846911,55.8334439106,1082.16863831,1.16019563255,29.6872375132,,48.4029756518,714455340.036,13.3382117435,59.0617410811,23.78,0.640630811198,0.527538599393,129.793069311,10.941157077,13.4884568905,16.6098480024,72.4489949206,5298460753.46,5518488555.45,1483.97787156,,9.0,MDA,Moldova,Lower middle income,,Europe & Central Asia,0
70.7219910353,,21.781820683,28.144124094,8.76150180283,0.43468139307,-1513864559.8,-1035985699.51,4.00998589987,,,57.2261666667,74.2770155725,,0.286174911705,26.0867878806,,,,57.3204961634,,307.301092613,34.2730995862,,1.18837005087,18.6855016604,34.3681689099,1.98104200357,4.20849065291,,17.8799680111,418022590.823,4.93677648542,22.1240762961,1.31,0.222513205604,1.01439428728,79.9457593465,26.5559166715,14.4104831019,16.1339653834,57.310117945,8435430128.29,8748559200.47,422.874887321,64.940246582,5.0,MDG,Madagascar,Low income,,Sub-Saharan Africa,-1
25.5555555556,,3.33333333333,98.8195150325,39.9003712463,,-1102715553.53,-157217033.111,0.31949931817,,,31.4406333333,72.3040514805,,1.48014180951,,,,,0.0,,-100.0,1190.0,,19.4939763218,175.050712112,1058.32079731,3.16904498957,,,9.11156444943,396149330.549,19.2012516072,127.909613673,21.4333333333,,,178.479078752,5.20569257673,5.37506470789,15.4456007343,79.3487065513,2010034242.19,2192120157.47,5623.5498195,,,MDV,Maldives,Upper middle income,,South Asia,0
54.8899577321,,34.3280434168,4.14255983759,32.0532645463,0.656468560208,-10950638501.0,-20122744388.4,2.46912482872,32.901850163,9.22416398928,0.568533333333,27.4431691234,,1.13965413789,0.0639508148126,,80.2969908921,11.9307872262,15.7643155897,-30.2726498189,1.94139311921,59.1455210611,19.3031784841,39.9109637753,,,,,,,1.37561837479e+11,13.2928322804,65.1949837759,22.9533333333,0.637725627733,0.483052617294,57.0568775597,3.37817446843,16.998587197,35.6484543721,60.9733711595,1.01323178276e+12,1.02807693805e+12,8820.8876524,98.3543497721,11.0,MEX,Mexico,Upper middle income,73.9122280306,Latin America & Caribbean,0
72.2222222222,,70.2222222222,42.7765241795,21.5353536892,7.52153347667,-70967358.1232,-9110497.88667,15.784311456,,,,,,,,,,,,,,290.144444444,,2.99163928289,,,,,,,11332349.8845,6.89954405304,,4.71666666667,,,,11.0658714298,2.20985218126,13.1817761967,75.7523523735,151665093.327,160909859.715,2903.99894263,,9.0,MHL,Marshall Islands,Upper middle income,,East Asia & Pacific,0
41.6488527592,,39.1966428027,21.6268761752,13.1364754061,0.433215320103,-2380010776.62,-495393433.657,4.09867148369,16.8966847241,2.75922037172,14.8799,64.8102351947,,1.82020132294,8.50082954294,,84.1822598673,15.8177401327,15.8177401327,46.4788477071,482.592356206,81.469538695,10.2074074074,41.1958107258,193.882352409,,-0.243745537595,29.1961440739,1.83851793347e-05,39.51944806,481896049.378,5.56438883821,90.6144549215,44.7033333333,1.68031670777,1.79352547843,101.613427948,11.8852207377,11.1333554445,22.8405109133,65.2741753349,9215919349.54,8965353321.71,4483.87594891,,9.0,MKD,"Macedonia, FYR",Upper middle income,,Europe & Central Asia,0
33.3809761868,,4.31736041108,13.6760830565,14.7382655053,0.53538501464,-377911737.662,-331512973.445,4.36629889677,,,92.4926,0.919839899432,,0.287869358254,45.6948367085,,,,44.926837773,,228.834424722,11.6586198324,8.64333333333,,,87.5817844168,2.36924123422,,,30.6314732634,3164993153.08,40.2246884676,26.3189342515,1.39333333333,0.261969913986,1.41313771704,57.00204536,35.2123069372,,25.6058544947,39.1818385682,9359179637.93,8706506793.12,656.802464006,,9.0,MLI,Mali,Low income,1.30579912771,Sub-Saharan Africa,1
29.0625,,1.09375,197.260408182,3.96193462698,103.257419805,-1557969113.22,-9057208648.52,3.12324337878,55.8787878595,0.837720323685,,,,,,,100.0,0.0,0.0,99.8940476081,,1279.77083333,110.297029703,47.7597371991,,,0.603691576444,18.2309691652,,36.9077369338,541893540.263,6.99216085428,93.1627048458,51.9466666667,1.19919704958,0.680157948943,171.880343016,2.08914630693,14.8815904417,35.790592746,62.1202609471,8039971418.86,7876361277.96,19629.5850218,,11.0,MLT,Malta,High income,,Middle East & North Africa,0
38.1908302354,,55.5092936803,37.5789811694,9.02457500957,2.62862133543,-2336021294.97,-1048877949.1,6.42150864329,76.7366304222,5.78673085465,24.2343666667,135.920209771,,1.19350768566,6.9675410763,,36.8852078496,63.1147921504,60.9290385444,44.2294701939,,45.8770260223,,51.1376717442,263.05228282,,,,,,116775308.49,2.91598430003,180.600522694,32.9333333333,5.60093517656,1.82812350346,120.703760655,9.46585297907,6.47272513688,20.700899767,69.8332472539,4109990459.62,4108738550.48,6660.30953527,,9.0,MNE,Montenegro,Upper middle income,,Europe & Central Asia,-1
73.3858578577,,7.94737248642,22.2973803925,38.2244440198,0.528633789969,-286685400.735,-589420902.23,4.18422255476,10.3595269129,0.842986767992,71.7854333333,11.701276837,,0.733838831848,16.0638162674,,100.0,0.0,0.0,-78.5517837793,-9.14376481904,1.69331814242,1.55172413793,12.4256843031,,,3.74970848262,12.9802287684,0.529751086188,25.2871737742,2712235252.41,43.1433441762,65.7215481068,9.6,1.45006885114,1.11454229006,115.630732331,20.4991932372,7.10975735783,36.4309646191,43.0698421437,4814022226.74,6630635604.28,1829.6114041,,12.0,MNG,Mongolia,Lower middle income,93.1628501219,East Asia & Pacific,1
63.1035038192,,50.1218240545,14.1488678562,20.9594395655,0.311539264699,-887999804.482,-628849595.944,1.0287921342,,,74.1853,32.5950337567,,0.263364157289,117.200871068,,0.0811474412244,99.9188525588,99.9188525588,-22.3091229744,1714.57146929,29.2489292708,,4.0845603968,14.1135154432,,,,,,2142203258.42,25.5830487276,19.6005091424,1.71666666667,0.104669735615,0.744491857587,70.1689546715,28.607105175,13.5723600857,20.0930545567,51.2998402832,10591092523.7,8946850589.42,460.075096957,67.1496429443,,MOZ,Mozambique,Low income,6.98268849125,Sub-Saharan Africa,1
38.4764399599,,0.244494033181,,,-0.0132624023499,,,,,,73.9763666667,118.202854055,,0.718765957644,29.582697019,,,,,,946.388888889,3.31320591184,337.5,,32.5537570453,36.0592562534,,,,,664894391.688,16.0639337894,55.2144648587,1.86120439862,1.97925446642,3.09732906384,104.565736567,25.5155896966,6.97515713348,38.1306339727,36.3537763307,3683362289.82,4154318430.76,1078.29820928,56.122428894,6.0,MRT,Mauritania,Lower middle income,39.3983868763,Sub-Saharan Africa,0
44.9917898194,,18.8768472906,46.0920870214,22.7680344498,0.578878388847,-1661734713.64,-275109859.515,0.00769281301546,74.8294057532,4.25087996382,34.7184666667,18.6036429333,,0.353060695944,5.22862898085,,76.914670808,4.12186486599,2.07592132506,80.2537886416,27085.7418586,612.673234811,26.3540530716,38.464499872,,,1.24464324925,5.34946317558,,51.974326106,1086096861.66,12.6495361138,83.0549361927,21.5133333333,0.360756727098,0.16141663062,117.114238217,4.05983308734,18.1996164799,27.303553119,68.6366137936,8755934509.21,8993589430.5,7039.13439611,,11.0,MUS,Mauritius,Upper middle income,,Sub-Saharan Africa,0
56.2332060529,,35.033941451,4.49221972476,37.7865999944,0.211645297728,-730201153.936,-112693164.685,0.35214710189,27.8087080379,0.757418897518,75.9742,33.7821210361,,0.356129499017,66.1255494134,,,,85.6510762104,,661.685555556,147.546683637,8.40768277571,1.92243922302,16.4675412407,141.318059058,,,,,923081589.27,16.5286912408,11.7942584751,0.911954912184,0.1042935741,0.847764516533,56.6976689051,31.9013808087,13.1084373344,17.9789326589,50.1196865324,5315025634.44,6036039698.3,381.050433829,,,MWI,Malawi,Low income,,Sub-Saharan Africa,0
22.0356110181,,65.8359458226,27.9474297506,21.7972460684,5.36985230856,43225055666.2,5732606817.07,0.646334191864,131.016862972,51.8439004036,3.6507,36.6432494944,,1.24144291877,0.383318469543,,92.9018661966,6.76101907959,7.09698440782,-26.8796398908,-85.575512452,82.7768913915,1.93103448276,43.6560566406,361.278698089,,0.718312415658,,1.99448168948,15.5214736378,45825601036.9,19.9304573973,99.0147578839,55.8,1.15786778612,1.97438048879,177.231249036,9.72480887264,24.8278287544,43.1506824195,47.1245087079,2.08873002756e+11,2.36117690582e+11,7679.76320435,,6.0,MYS,Malaysia,Upper middle income,84.092855635,East Asia & Pacific,0
47.1377036038,,9.03496945183,13.3340507541,22.0994652102,-0.206042802107,-707502181.907,-656991834.436,0.162769877706,0.969883157143,0.229488005532,,,,,10.9902259183,,6.28438133385,93.7156186661,93.7156186661,70.3522467283,59583.1666667,2.57148513889,,26.6859449487,50.0428099872,156.801614287,0.124048469027,0.443404742617,,19.5381035703,1817088946.53,17.5829186803,54.8060535691,5.55487151681,1.84538857803,3.04068327238,117.661576913,8.80530318509,13.7300052173,34.5841475863,56.6105492389,8701259545.97,10527426052.0,4110.39251984,87.095413208,7.0,NAM,Namibia,Upper middle income,16.1450147062,Sub-Saharan Africa,0
34.5638272677,,0.970079734744,13.2044974629,8.87116512399,-0.966026433833,-494963859.822,-387642986.096,1.8227652705,,,75.4184333333,25.7185816697,,0.253982467438,38.5767223967,,98.8746794028,0.0,0.00113755175785,15.1011106056,,11.9167798216,28.1028571429,,,21.8967248262,2.38677697199,,,,1265010218.63,26.0835469418,12.0662452073,0.616796873254,0.208581482751,0.987274010187,55.9833057216,41.1292977786,5.02439501508,14.1545247522,44.7161774692,5030616388.19,5147205158.08,332.65341512,,,NER,Niger,Low income,,Sub-Saharan Africa,1
78.8343928764,,10.8262239643,12.3441716077,32.4628035828,0.642164373051,36354799859.2,-6447386309.37,10.2964906149,31.0384331079,7.03852413631,22.0520333333,1.26407257675e-06,,0.0536956000344,9.40831192188,,74.2996421836,25.7003578164,25.7003578164,-107.334989526,851.488307512,165.967745241,5.93212669683,8.12478992221,27.6580962773,354.473661844,0.118085011563,,,2.07850663044,61432714766.7,20.398955015,39.0200887563,14.21,0.344870832721,0.749235251588,63.7462456079,34.2048543344,2.46707831574,38.7799688998,27.0151767658,1.81332428234e+11,3.2114266608e+11,1199.99122354,66.3835372925,9.0,NGA,Nigeria,Lower middle income,,Sub-Saharan Africa,1
42.6846158108,,27.0400531826,19.2672008509,26.0425543037,0.026833126378,-2072333333.33,-479266666.667,9.58790538003,,,36.4931333333,89.5723086254,,1.47070070077,35.997730573,,68.1947225493,11.3426660778,31.8052774507,47.7635480033,260.355833333,46.4883884549,,7.78009247446,,,,,,49.648195739,1334199076.21,15.7524109886,52.5958305888,5.5,0.552138680008,0.509822753013,82.7468408595,17.5357552699,15.7818888915,23.862855203,58.6013895271,8110074656.63,8550710251.32,1449.12074085,,7.0,NIC,Nicaragua,Lower middle income,45.6355074444,Latin America & Caribbean,0
56.8997370275,,10.9570530123,30.1048843596,13.5412690318,38.8353083121,81180268716.9,-5323736301.68,0.189967001359,73.5354179383,116.83578941,,,,,,,86.0832756346,0.0942819270455,8.53634028479,19.4669413979,-70.3924405464,487.483998724,99.5454545455,63.4404848098,,,,34.1521614198,,27.3322225668,16496795629.1,1.95727851431,121.309560851,87.6233333333,0.489590061865,1.36787186944,128.453655991,1.79812383176,12.7862147182,23.6744316667,74.5274445015,8.77860208564e+11,8.41625705563e+11,53356.8253958,,12.0,NLD,Netherlands,High income,,Europe & Central Asia,-1
2.80285835535,,33.1229722515,19.3454402626,30.5262248514,5.38738484029,63670510490.0,5066374924.91,0.155179813554,59.6432097659,71.4359145857,,,,,,,1.48238714183,97.4406649837,98.3693135579,-620.853490331,-54.8023085347,13.0561595641,0.792146596859,58.8416286252,,1224.3322406,-7.10307520728,17.9574789997,0.0179373827292,22.8939877407,18608731759.4,4.31428372371,108.834914081,89.86,0.83603750549,1.48273791329,71.7545606433,1.3693335045,8.72466705682,41.7080325665,56.922633929,4.16404867044e+11,4.30091718529e+11,87342.3146716,,10.0,NOR,Norway,High income,,Europe & Central Asia,-1
28.9687245669,,25.3644925009,12.179307389,44.6934457274,,-2654234366.26,-15002699.9862,20.5791809633,,,95.2126333333,2.20348597127,,0.302352929605,19.8881873619,,0.35324731424,99.6467526858,99.6467526858,10.1408684555,266.906992138,183.656477154,4.79162462159,,,,0.155449916139,,0.727877914186,35.1080573537,2074219594.66,15.0688484657,16.561852034,1.70333333333,1.02689576144,1.59760455884,45.8983097115,33.4415177813,7.4955555733,16.9328209185,49.6256613001,11908680695.6,14545840484.5,452.043247494,,,NPL,Nepal,Low income,,South Asia,0
43.4861316826,,38.6001291254,15.918725743,30.1054979635,0.60926198208,-1144600531.85,-1372591067.58,0.289458460557,27.3363773071,3.17488160603,,,,,,,32.6938172231,53.574288048,67.173405289,14.7233455242,-72.9808064498,16.1864975378,1.50091743119,71.292658578,,,,1.31791346145,,23.6058032073,10046943003.3,6.8201193327,105.716135381,73.83,0.402153709029,1.27742030894,59.2904253923,6.05758264284,12.7788521715,24.3398212632,69.602596094,1.30643655599e+11,1.45766909065e+11,30666.0967599,,10.0,NZL,New Zealand,High income,,East Asia & Pacific,0
4.74528809908,,0.0064620355412,14.4778866583,15.255951397,0.36562848778,12986736020.8,-2371131339.4,0.0791239801624,47.8799796053,14.3074720343,,,,,0.959274500804,,100.0,0.0,0.0,-257.407379465,-97.9655963684,8.62477544426,94.3571428571,,,,0.320045971933,,,,6154486345.9,12.6285455079,123.501691218,21.16,4.34112109793,9.04618679714,92.4719265322,1.32338835807,10.9390344567,62.5528265584,36.1237850836,50459644560.0,52473168617.3,18902.6238217,97.6298217773,,OMN,Oman,High income,,Middle East & North Africa,0
46.0958039297,,2.29996886675,7.62122564658,14.5492574754,0.0451147797278,-12503166666.7,-4382666666.67,4.41957818849,26.1479267903,33.6114668746,62.6040666667,13.3530880235,,0.643924862843,7.35177530714,,67.3953039858,29.9321810772,29.9321810772,24.0141396723,3.38063258341,211.613411512,,3.31786067567,30.209118644,204.292764056,,,,31.5960245301,14073879030.2,8.42984375668,48.8375150877,7.1,1.67878905044,3.41219369899,33.5521594401,23.3601781469,14.2036536814,21.2206427834,55.4191790697,1.63538768567e+11,1.70449380147e+11,1002.1322369,70.8945884705,12.0,PAK,Pakistan,Lower middle income,14.0306295198,South Asia,0
30.0089678056,,63.6561743341,30.6051470562,14.4969265166,0.630416037553,-3163033333.33,-1768200000.0,1.50132756585,30.7402213764,1.01232408804,2.22903333333,0.0,,2.55115320399,-0.227731100536,,41.553179314,58.1557611859,58.4615953264,73.7824553753,29.8740833333,47.0651869787,,35.0367928672,,,,,,,7975583976.63,32.1899991112,121.400044316,31.73,0.742005094039,0.0,145.58994814,4.82740642314,7.64410196312,20.5529192143,74.6196746589,24024566666.7,26342411942.2,6858.53668459,,11.0,PAN,Panama,Upper middle income,65.5465181515,Latin America & Caribbean,1
18.54921875,,58.67015625,7.08364033711,21.4786430688,0.336104439577,5976384211.21,-5877725316.88,2.027690782,52.7330355191,4.45295422374,10.2433333333,16.9823041557,,2.00897228911,1.4938140488,,37.5221127928,61.0718703913,62.4778872072,12.8855037738,-69.3393328697,22.3792653646,,20.1098007345,119.378702279,349.843987437,-0.698886890626,9.03440174156,,36.9696337813,30563912329.0,24.6139168939,70.9942980831,29.0566666667,1.29041908926,1.25219789324,52.2533630177,7.69495056269,17.4048543922,38.9216688994,53.3833805379,1.14978540582e+11,1.32216193397e+11,4011.52173945,97.3562164307,12.0,PER,Peru,Upper middle income,58.2570467656,Latin America & Caribbean,1
40.1337044863,,23.2538484757,13.9239032073,38.1022325675,1.95168723826,-15490648748.5,972152388.068,11.2279596027,50.0092648029,10.6108964362,24.6382333333,16.2397974303,,1.64250754132,1.20201911355,,67.2997140743,15.4518639069,32.7002859257,41.3247528267,444.029760106,302.85240411,16.4718162839,13.4510640963,,371.89520514,0.981298850227,,,27.829033758,35286116695.3,20.046352689,74.0527873707,7.06333333333,0.410171703421,1.30307247466,76.1640200349,12.9402928596,22.2704764556,32.5469979847,54.5127091557,1.63963218199e+11,1.8159757617e+11,1814.95300189,97.7508010864,7.0,PHL,Philippines,Lower middle income,,East Asia & Pacific,1
10.8695652174,,87.6086956522,62.5189614789,20.4076821545,0.0,-97751853.8013,-3971922.28443,0.814552303448,,,,,,,,,,,16.5489272632,,,43.9775362319,,30.996090822,,,,,,,21292557.0228,10.2714209686,57.8204967636,,,,123.601465369,4.60430339913,0.966428132572,10.4248308773,84.9708657235,193500000.0,193655622.249,9566.25522013,,12.0,PLW,Palau,Upper middle income,,East Asia & Pacific,0
